"LE_MET_level6","fishing_hours","Benthis_metiers","Benthis_metiers_2016_Wrong","Metier_level5","Metier_level4","JNCC_grouping","Fishing_category","Description","Fishing_category_FO","ID"
"OTT_CRU_90-119_0_0",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",443
"OTT_CRU_90-119_1_120",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",444
"OTT_CRU_90-119_1_140",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",445
"OTT_CRU_90-119_1_300",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",446
"OTT_CRU_<16_0_0",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",447
"OTT_CRU_>0_0_0",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",448
"OTT_CRU_>=120_0",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",449
"OTT_CRU_>=120_0_0",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",450
"OTT_CRU_>=120_1_120",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",451
"OTT_CRU_>=65_0",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",452
"OTT_MCD_UND_0_0",NA,"OT_MIX_CRU_DMF",NA,"OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",453
"OTT_MOL_100-119_0_0",NA,"OT_MIX","OT_MIX","OTT_MOL","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",454
"OTT_MOL_32-69_0_0",NA,"OT_MIX","OT_MIX","OTT_MOL","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",455
"OTT_MOL_70-99_0_0",NA,"OT_MIX","OT_MIX","OTT_MOL","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",456
"OTT_MOL_<16_0_0",NA,"OT_MIX","OT_MIX","OTT_MOL","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",457
"OTT_MOL_>=120_0_0",NA,"OT_MIX","OT_MIX","OTT_MOL","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",458
"OTT_MOL_>=70_0",NA,"OT_MIX","OT_MIX","OTT_MOL","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",459
"OTT_NOC_100-119_0_0",NA,"OT_MIX",NA,"OTT_NOC","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",460
"OTT_NOC_70-99_0_0",NA,"OT_MIX",NA,"OTT_NOC","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",461
"OTT_NOC_>=120_0_0",NA,"OT_MIX",NA,"OTT_NOC","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",462
"OTT_unk_0_0",NA,"OT_MIX",NA,"OTT_unk","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",463
"OT_CRU_349",NA,"OT_CRU","OT_CRU","OT_CRU","OT","Otter_Trawl","Otter","Otter_Trawl","Otter",464
"OT_DEF_0",NA,"OT_DMF",NA,"OT_DEF","OT","Otter_Trawl","Otter","Otter_Trawl","Otter",465
"OT_DEF_1249",NA,"OT_DMF","OT_DMF","OT_DEF","OT","Otter_Trawl","Otter","Otter_Trawl","Otter",466
"OT_DWS_0",NA,"OT_MIX_DMF_BEN",NA,"OT_DWS","OT","Otter_Trawl","Otter","Otter_Trawl","Otter",467
"OT_DWS_3999",NA,"OT_MIX_DMF_BEN",NA,"OT_DWS","OT","Otter_Trawl","Otter","Otter_Trawl","Otter",468
"OT_SPF_0",NA,"OT_SPF",NA,"OT_SPF","OT","Otter_Trawl","Otter","Otter_Trawl","Otter",469
"OT_SPF_5000",NA,"OT_SPF","OT_SPF","OT_SPF","OT","Otter_Trawl","Otter","Otter_Trawl","Otter",470
"PS1_DEF_0",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",471
"PS1_DEF_1249",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",472
"PS1_DEF_1749",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",473
"PS1_DEF_2499",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",474
"PS1_DEF_349",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",475
"PS1_DEF_3999",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",476
"PS1_DEF_624",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",477
"PS1_DEF_874",NA,NA,NA,"PS1_DEF","PS1",NA,"Seine","Purse_seine","Midwater",478
"PS1_LPF_0",NA,NA,NA,"PS1_LPF","PS1",NA,"Seine","Purse_seine","Midwater",479
"PS1_SPF_0",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",480
"PS1_SPF_1249",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",481
"PS1_SPF_149",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",482
"PS1_SPF_1749",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",483
"PS1_SPF_2499",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",484
"PS1_SPF_349",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",485
"PS1_SPF_3999",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",486
"PS1_SPF_5000",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",487
"PS1_SPF_624",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",488
"PS1_SPF_874",NA,NA,NA,"PS1_SPF","PS1",NA,"Seine","Purse_seine","Midwater",489
"PS1_UNK_0",NA,NA,NA,"PS1_UNK","PS1",NA,"Seine","Purse_seine","Midwater",490
"PS2_DEF_0",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",491
"PS2_DEF_1249",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",492
"PS2_DEF_1749",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",493
"PS2_DEF_2499",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",494
"PS2_DEF_3999",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",495
"PS2_DEF_5000",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",496
"PS2_DEF_624",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",497
"PS2_DEF_874",NA,NA,NA,"PS2_DEF","PS2",NA,"Seine","Purse_seine","Midwater",498
"PS2_DWS_0",NA,NA,NA,"PS2_DWS","PS2",NA,"Seine","Purse_seine","Midwater",499
"PS2_DWS_1749",NA,NA,NA,"PS2_DWS","PS2",NA,"Seine","Purse_seine","Midwater",500
"PS2_DWS_2499",NA,NA,NA,"PS2_DWS","PS2",NA,"Seine","Purse_seine","Midwater",501
"PS2_DWS_3999",NA,NA,NA,"PS2_DWS","PS2",NA,"Seine","Purse_seine","Midwater",502
"PS2_DWS_5000",NA,NA,NA,"PS2_DWS","PS2",NA,"Seine","Purse_seine","Midwater",503
"PS2_LPF_0",NA,NA,NA,"PS2_LPF","PS2",NA,"Seine","Purse_seine","Midwater",504
"PS2_SPF_0",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",505
"PS2_SPF_1249",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",506
"PS2_SPF_149",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",507
"PS2_SPF_1749",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",508
"PS2_SPF_2499",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",509
"PS2_SPF_349",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",510
"PS2_SPF_3999",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",511
"PTB_DEF_0_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",512
"PTB_DEF_0_16_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",513
"PTB_DEF_100-119_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",514
"PTB_DEF_100_119_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",515
"PTB_DEF_16-31_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",516
"PTB_DEF_16_31_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",517
"PTB_DEF_32-69_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",518
"PTB_DEF_32_54_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",519
"PTB_DEF_32_69_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",520
"PTB_DEF_70-99_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",521
"PTB_DEF_70_99_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",522
"PTB_DEF_874",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",523
"PTB_DEF_90-104_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",524
"PTB_DEF_<16_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",525
"PTB_DEF_>=105_1_110",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",526
"PTB_DEF_>=105_1_120",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",527
"PTB_DEF_>=120_0",NA,"OT_DMF",NA,"PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",528
"PTB_DEF_>=120_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",529
"PTB_DEF_>=70_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",530
"PTB_DEF_NA_0_0",NA,"OT_DMF","OT_DMF","PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",531
"PTB_FWS_>0_0_0",NA,"OT_DMF","OT_DMF","PTB_FWS","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",532
"PTB_FWS_NA_0_0",NA,"OT_DMF","OT_DMF","PTB_FWS","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",533
"PTB_LPF_100-119_0_0",NA,"OT_MIX_DMF_PEL",NA,"PTB_LPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",534
"PTB_MCD_100-119_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","PTB_MCD","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",535
"PTB_MCD_70-99_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","PTB_MCD","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",536
"PTB_MCD_90-119_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","PTB_MCD","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",537
"PTB_MCD_>=120_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","PTB_MCD","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",538
"PTB_MOL_70-99_0_0",NA,"OT_MIX","OT_MIX","PTB_MOL","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",539
"PTB_MOL_874",NA,"OT_MIX","OT_MIX","PTB_MOL","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",540
"PTB_NOC_>=120_0_0",NA,"OT_MIX",NA,"PTB_NOC","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",541
"PTB_SPF_0",NA,"OT_SPF",NA,"PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",542
"PTB_SPF_100-119_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",543
"PTB_SPF_16-104_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",544
"PTB_SPF_16-31_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",545
"PTB_SPF_32-104_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",546
"PTB_SPF_32-54_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",547
"PTB_SPF_32-69_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",548
"PTB_SPF_32-89_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",549
"PTB_SPF_70-99_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",550
"PTB_SPF_>=105_1_110",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",551
"PTB_SPF_>=105_1_120",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",552
"PTB_SPF_>=120_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",553
"PTB_SPF_NA_0_0",NA,"OT_SPF","OT_SPF","PTB_SPF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",554
"PTB_UNK_0",NA,"OT_MIX",NA,"PTB_UNK","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",555
"PTB_unk_0_0",NA,"OT_MIX",NA,"PTB_unk","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",556
"PTM_CEP_100_119_0",NA,NA,NA,"PTM_CEP","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",557
"PTM_LPF_>=120_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",558
"PTM_LPF_>=120_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",559
"PTM_LPF_>=70_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",560
"PTM_LPF_>=70_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",561
"PTM_NOC_32-69_0_0",NA,NA,NA,"PTM_NOC","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",562
"PTM_SPF_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",563
"PTM_SPF_0_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",564
"PTM_SPF_0_16_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",565
"PTM_SPF_100-119_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",566
"PTM_SPF_100_119_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",567
"PTM_SPF_1249",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",568
"PTM_SPF_16-104_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",569
"PTM_SPF_16-31_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",570
"PTM_SPF_16_31_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",571
"PTM_SPF_1749",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",572
"PTM_SPF_2499",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",573
"PTM_SPF_32-104_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",574
"PTM_SPF_32-54_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",575
"PTM_SPF_32-69_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",576
"PTM_SPF_32-89_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",577
"PTM_SPF_32_54_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",578
"PTM_SPF_32_69_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",579
"PTM_SPF_349",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",580
"PTM_SPF_3999",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",581
"PTM_SPF_5000",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",582
"PTM_SPF_55_69_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",583
"PTM_SPF_70-99_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",584
"PTM_SPF_70_99_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",585
"PTM_SPF_874",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",586
"PTM_SPF_<16_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",587
"PTM_SPF_>=105_1_110",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",588
"PTM_SPF_>=105_1_120",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",589
"PTM_SPF_>=120_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",590
"PTM_SPF_>=120_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",591
"PTM_SPF_>=70_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",592
"PTM_SPF_UNK",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",593
"PTM_SPF_misc_0_0",NA,NA,NA,"PTM_SPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",594
"PTM_UNK_0",NA,NA,NA,"PTM_UNK","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",595
"PTM_UNK_1749",NA,NA,NA,"PTM_UNK","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",596
"PTM_UNK_3999",NA,NA,NA,"PTM_UNK","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",597
"PTM_UNK_UNK",NA,NA,NA,"PTM_UNK","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",598
"PT_DEF_874",NA,"OT_DMF","OT_DMF","PT_DEF","PT","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",599
"PT_SPF_1249",NA,"OT_SPF","OT_SPF","PT_SPF","PT","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",600
"PT_SPF_2499",NA,"OT_SPF","OT_SPF","PT_SPF","PT","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",601
"QUA_MCD_100-119_0_0",NA,NA,NA,"QUA_MCD","QUA",NA,NA,NA,NA,602
"QUA_MCD_70-99_0_0",NA,NA,NA,"QUA_MCD","QUA",NA,NA,NA,NA,603
"QUA_UND_70-99_0_0",NA,NA,NA,"QUA_UND","QUA",NA,NA,NA,NA,604
"SB_DEF_0_0_0",NA,NA,NA,"SB_DEF","SB",NA,"Seine","Beach seines","Demersal seine",605
"SB_DEF_<16_0_0",NA,NA,NA,"SB_DEF","SB",NA,"Seine","Beach seines","Demersal seine",606
"SB_FIF_0_0_0",NA,NA,NA,"SB_FIF","SB",NA,"Seine","Beach seines","Demersal seine",607
"SB_FIF_<16_0_0",NA,NA,NA,"SB_FIF","SB",NA,"Seine","Beach seines","Demersal seine",608
"SB_FIF_>0_0_0",NA,NA,NA,"SB_FIF","SB",NA,"Seine","Beach seines","Demersal seine",609
"SB_FIF_NA_0_0",NA,NA,NA,"SB_FIF","SB",NA,"Seine","Beach seines","Demersal seine",610
"SB_SPF_0_0_0",NA,NA,NA,"SB_SPF","SB",NA,"Seine","Beach seines","Demersal seine",611
"SDN_CEP_0_0_0",NA,"SDN_DMF","SDN_DMF","SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",612
"SSC_DEF_70-99",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",613
"SSC_DEF_70-99_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",614
"SSC_DEF_874",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",615
"SSC_DEF_90-119_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",616
"SSC_DEF_<16_0_0",NA,"SSC_DMF",NA,"SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",617
"SSC_DEF_>=105_1_110",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",618
"SSC_DEF_>=105_1_120",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",619
"SSC_DEF_>=120",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",620
"SSC_DEF_>=120_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",621
"SSC_DEF_>=16_0_0",NA,"SSC_DMF",NA,"SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",622
"SSC_DEF_>=70_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",623
"SSC_DEF_UND_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",624
"SSC_DWS_1249",NA,"SSC_DMF",NA,"SSC_DWS","SSC",NA,"Seine","Scottish_Seine","Demersal seine",625
"SSC_MCF_100-119_0_0",NA,"SSC_DMF","SSC_DMF","SSC_MCF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",626
"SSC_NOC_>=120_0_0",NA,"SSC_DMF",NA,"SSC_NOC","SSC",NA,"Seine","Scottish_Seine","Demersal seine",627
"SSC_SPF_0",NA,"SSC_DMF",NA,"SSC_SPF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",628
"SSC_SPF_1249",NA,"SSC_DMF",NA,"SSC_SPF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",629
"SSC_SPF_1749",NA,"SSC_DMF",NA,"SSC_SPF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",630
"SSC_SPF_2499",NA,"SSC_DMF",NA,"SSC_SPF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",631
"SSC_SPF_624",NA,"SSC_DMF",NA,"SSC_SPF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",632
"SSC_SPF_874",NA,"SSC_DMF",NA,"SSC_SPF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",633
"SSC_UNK_0",NA,"SSC_DMF",NA,"SSC_UNK","SSC",NA,"Seine","Scottish_Seine","Demersal seine",634
"SSC_UNK_1249",NA,"SSC_DMF",NA,"SSC_UNK","SSC",NA,"Seine","Scottish_Seine","Demersal seine",635
"SSC_UNK_1749",NA,"SSC_DMF",NA,"SSC_UNK","SSC",NA,"Seine","Scottish_Seine","Demersal seine",636
"SSC_UNK_349",NA,"SSC_DMF",NA,"SSC_UNK","SSC",NA,"Seine","Scottish_Seine","Demersal seine",637
"SSC_UNK_624",NA,"SSC_DMF",NA,"SSC_UNK","SSC",NA,"Seine","Scottish_Seine","Demersal seine",638
"SSC_UNK_874",NA,"SSC_DMF",NA,"SSC_UNK","SSC",NA,"Seine","Scottish_Seine","Demersal seine",639
"SUM_UND_100-119_0_0",NA,NA,NA,"SUM_UND","SUM",NA,NA,NA,NA,640
"SUM_UND_>=120_0_0",NA,NA,NA,"SUM_UND","SUM",NA,NA,NA,NA,641
"SV_DEF_0",NA,"SDN_DMF",NA,"SV_DEF","SV","Seine","Seine","Seine","Demersal seine",642
"SV_DEF_1249",NA,"SDN_DMF","SDN_DMF","SV_DEF","SV","Seine","Seine","Seine","Demersal seine",643
"SV_DEF_1749",NA,"SDN_DMF","SDN_DMF","SV_DEF","SV","Seine","Seine","Seine","Demersal seine",644
"SV_DEF_2499",NA,"SDN_DMF","SDN_DMF","SV_DEF","SV","Seine","Seine","Seine","Demersal seine",645
