"LE_MET_level6","fishing_hours","Benthis_metiers","Benthis_metiers_2016_Wrong","Metier_level5","Metier_level4","JNCC_grouping","Fishing_category","Description","Fishing_category_FO","ID"
"GNS_SPF_0_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1353
"GNS_SPF_0_40_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1354
"GNS_SPF_10-30_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1355
"GNS_SPF_100-119_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1356
"GNS_SPF_100_119_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1357
"GNS_SPF_10_30_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1358
"GNS_SPF_110-156_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1359
"GNS_SPF_120-219_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1360
"GNS_SPF_120_219_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1361
"GNS_SPF_157-219_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1362
"GNS_SPF_16-109",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1363
"GNS_SPF_16-109_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1364
"GNS_SPF_31-49_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1365
"GNS_SPF_32-109_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1366
"GNS_SPF_40_49_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1367
"GNS_SPF_50-59_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1368
"GNS_SPF_50-70_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1369
"GNS_SPF_50_59_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1370
"GNS_SPF_50_70_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1371
"GNS_SPF_60-69_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1372
"GNS_SPF_60_79_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1373
"GNS_SPF_624",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1374
"GNS_SPF_70-79_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1375
"GNS_SPF_80_99_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1376
"GNS_SPF_90-99_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1377
"GNS_SPF_90_99_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1378
"GNS_SPF_>=100_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1379
"GNS_SPF_>=157_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1380
"GNS_SPF_>=220_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1381
"GNS_SPF_>=220_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1382
"GNS_SPF_misc_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1383
"GNS_UNK_0",NA,NA,NA,"GNS_UNK","GNS",NA,"Static","Gillnet","Static",1384
"GNS_UNK_349",NA,NA,NA,"GNS_UNK","GNS",NA,"Static","Gillnet","Static",1385
"GN_DEF_0",NA,NA,NA,"GN_DEF","GN",NA,"Static","Gillnet","Static",1386
"GN_DEF_1249",NA,NA,NA,"GN_DEF","GN",NA,"Static","Gillnet","Static",1387
"SDN_CEP_100_119_0",NA,"SDN_DMF","SDN_DMF","SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",1388
"SDN_CEP_16_31_0",NA,"SDN_DMF",NA,"SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",1389
"SDN_CEP_32_54_0",NA,"SDN_DMF","SDN_DMF","SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",1390
"SDN_CEP_32_69_0",NA,"SDN_DMF","SDN_DMF","SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",1391
"SDN_CEP_70_99_0",NA,"SDN_DMF","SDN_DMF","SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",1392
"SDN_CEP_>=120_0",NA,"SDN_DMF",NA,"SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",1393
"SDN_CEP_>=70_0",NA,"SDN_DMF","SDN_DMF","SDN_CEP","SDN",NA,"Seine","Danish_seine","Demersal seine",1394
"SDN_DEF_0",NA,"SDN_DMF",NA,"SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1395
"SDN_DEF_0_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1396
"SDN_DEF_0_16_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1397
"SDN_DEF_100-119_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1398
"SDN_DEF_100_119_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1399
"SDN_DEF_1249",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1400
"SDN_DEF_2499",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1401
"SDN_DEF_32-54_0_0",NA,"SDN_DMF",NA,"SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1402
"SDN_DEF_32_69_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1403
"SDN_DEF_349",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1404
"SDN_DEF_624",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1405
"SDN_DEF_70-99_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1406
"SDN_DEF_70_99_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1407
"SDN_DEF_874",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1408
"SDN_DEF_90-119_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1409
"SDN_DEF_>0",NA,"SDN_DMF",NA,"SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1410
"SDN_DEF_>0_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1411
"SDN_DEF_>=105_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1412
"SDN_DEF_>=105_1_110",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1413
"SDN_DEF_>=105_1_120",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1414
"SDN_DEF_>=120_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1415
"SDN_DEF_>=120_0_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1416
"SDN_DEF_>=70_0",NA,"SDN_DMF","SDN_DMF","SDN_DEF","SDN",NA,"Seine","Danish_seine","Demersal seine",1417
"SDN_FWS_0_0_0",NA,"SDN_DMF",NA,"SDN_FWS","SDN",NA,"Seine","Danish_seine","Demersal seine",1418
"SDN_SPF_0_0_0",NA,"SDN_DMF",NA,"SDN_SPF","SDN",NA,"Seine","Danish_seine","Demersal seine",1419
"SDN_SPF_32-54_0_0",NA,"SDN_DMF",NA,"SDN_SPF","SDN",NA,"Seine","Danish_seine","Demersal seine",1420
"SPR_DEF_0",NA,"SDN_DMF",NA,"SPR_DEF","SPR","Pair_Trawl_Seine","Seine","Pair_seine","Demersal seine",1421
"SPR_DEF_100-119_0_0",NA,"SDN_DMF","SDN_DMF","SPR_DEF","SPR","Pair_Trawl_Seine","Seine","Pair_seine","Demersal seine",1422
"SPR_DEF_1249",NA,"SDN_DMF","SDN_DMF","SPR_DEF","SPR","Pair_Trawl_Seine","Seine","Pair_seine","Demersal seine",1423
"SPR_DEF_70-99_0_0",NA,"SDN_DMF","SDN_DMF","SPR_DEF","SPR","Pair_Trawl_Seine","Seine","Pair_seine","Demersal seine",1424
"SPR_DEF_>=120_0_0",NA,"SDN_DMF",NA,"SPR_DEF","SPR","Pair_Trawl_Seine","Seine","Pair_seine","Demersal seine",1425
"SSC_CRU_0",NA,"SSC_DMF",NA,"SSC_CRU","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1426
"SSC_CRU_100-119_0_0",NA,"SSC_DMF",NA,"SSC_CRU","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1427
"SSC_CRU_349",NA,"SSC_DMF","SSC_DMF","SSC_CRU","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1428
"SSC_CRU_624",NA,"SSC_DMF","SSC_DMF","SSC_CRU","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1429
"SSC_DEF_0",NA,"SSC_DMF",NA,"SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1430
"SSC_DEF_0_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1431
"SSC_DEF_100-119",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1432
"SSC_DEF_100-119_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1433
"SSC_DEF_1249",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1434
"SSC_DEF_1749",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1435
"SSC_DEF_2499",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1436
"SSC_DEF_32-69_0_0",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1437
"SSC_DEF_349",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1438
"SSC_DEF_3999",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1439
"SSC_DEF_624",NA,"SSC_DMF","SSC_DMF","SSC_DEF","SSC",NA,"Seine","Scottish_Seine","Demersal seine",1440
"GTR_DEF_50-70_0_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1441
"GTR_DEF_50_59_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1442
"GTR_DEF_50_70_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1443
"GTR_DEF_60_79_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1444
"GTR_DEF_80_99_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1445
"GTR_DEF_90-99",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1446
"GTR_DEF_90-99_0_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1447
"GTR_DEF_90_99_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1448
"GTR_DEF_>=100_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1449
"GTR_DEF_>=100_0_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1450
"GTR_DEF_>=157_0_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1451
"GTR_DEF_>=220_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1452
"GTR_DEF_>=220_0_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1453
"GTR_DEF_>=80_0_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1454
"GTR_DEF_misc_0_0",NA,NA,NA,"GTR_DEF","GTR",NA,"Static","Trammel","Static",1455
"GTR_FIF_NA_0_0",NA,NA,NA,"GTR_FIF","GTR",NA,"Static","Trammel","Static",1456
"GTR_FWS_0_0_0",NA,NA,NA,"GTR_FWS","GTR",NA,"Static","Trammel","Static",1457
"GTR_FWS_>0_0_0",NA,NA,NA,"GTR_FWS","GTR",NA,"Static","Trammel","Static",1458
"GTR_SPF_32-109_0_0",NA,NA,NA,"GTR_SPF","GTR",NA,"Static","Trammel","Static",1459
"HAR_UNK_1249",NA,NA,NA,"HAR_UNK","HAR",NA,"Other","Harpoon","Other",1460
"HAR_UNK_349",NA,NA,NA,"HAR_UNK","HAR",NA,"Other","Harpoon","Other",1461
"HAR_UNK_624",NA,NA,NA,"HAR_UNK","HAR",NA,"Other","Harpoon","Other",1462
"HAR_UNK_874",NA,NA,NA,"HAR_UNK","HAR",NA,"Other","Harpoon","Other",1463
"HMD_MOL_0_0_0",NA,NA,NA,"HMD_MOL","HMD",NA,"Dredge","Dredge","Dredge",1464
"HMD_MOL_70-99_0_0",NA,NA,NA,"HMD_MOL","HMD",NA,"Dredge","Dredge","Dredge",1465
"HMD_MOL_<16_0_0",NA,NA,NA,"HMD_MOL","HMD",NA,"Dredge","Dredge","Dredge",1466
"HMD_MOL_>=120_0_0",NA,NA,NA,"HMD_MOL","HMD",NA,"Dredge","Dredge","Dredge",1467
"HMD_MOL_UND_0_0",NA,NA,NA,"HMD_MOL","HMD",NA,"Dredge","Dredge","Dredge",1468
"LA_DEF_0",NA,NA,NA,"LA_DEF","LA",NA,"Static","Lines","Static",1469
"LA_DEF_0_0_0",NA,NA,NA,"LA_DEF","LA",NA,"Static","Lines","Static",1470
"LA_DEF_1249",NA,NA,NA,"LA_DEF","LA",NA,"Static","Lines","Static",1471
"LHM_DEF_0",NA,NA,NA,"LHM_DEF","LHM",NA,"Static","Lines","Static",1472
"LHM_DEF_349",NA,NA,NA,"LHM_DEF","LHM",NA,"Static","Lines","Static",1473
"LHM_FIF_0_0_0",NA,NA,NA,"LHM_FIF","LHM",NA,"Static","Lines","Static",1474
"LHM_SPF_0",NA,NA,NA,"LHM_SPF","LHM",NA,"Static","Lines","Static",1475
"LHM_SPF_624",NA,NA,NA,"LHM_SPF","LHM",NA,"Static","Lines","Static",1476
"LHM_UNK_0",NA,NA,NA,"LHM_UNK","LHM",NA,"Static","Lines","Static",1477
"LHM_UNK_349",NA,NA,NA,"LHM_UNK","LHM",NA,"Static","Lines","Static",1478
"LHP_CEP_0_0_0",NA,NA,NA,"LHP_CEP","LHP",NA,"Static","Lines","Static",1479
"LHP_CRU_0-0_0_0",NA,NA,NA,"LHP_CRU","LHP",NA,"Static","Lines","Static",1480
"LHP_DEF_0",NA,NA,NA,"LHP_DEF","LHP",NA,"Static","Lines","Static",1481
"LHP_DEF_0-0_0_0",NA,NA,NA,"LHP_DEF","LHP",NA,"Static","Lines","Static",1482
"LHP_DEF_0_0_0",NA,NA,NA,"LHP_DEF","LHP",NA,"Static","Lines","Static",1483
"LHP_FIF_-_0_0",NA,NA,NA,"LHP_FIF","LHP",NA,"Static","Lines","Static",1484
"LHP_FIF_0_0_0",NA,NA,NA,"LHP_FIF","LHP",NA,"Static","Lines","Static",1485
"LHP_FIN_0_0_0",NA,NA,NA,"LHP_FIN","LHP",NA,"Static","Lines","Static",1486
"LHP_LPF_0-0_0_0",NA,NA,NA,"LHP_LPF","LHP",NA,"Static","Lines","Static",1487
"LHP_LPF_0_0_0",NA,NA,NA,"LHP_LPF","LHP",NA,"Static","Lines","Static",1488
"LHP_SPF_0-0_0_0",NA,NA,NA,"LHP_SPF","LHP",NA,"Static","Lines","Static",1489
"LHP_SPF_0_0_0",NA,NA,NA,"LHP_SPF","LHP",NA,"Static","Lines","Static",1490
"LLD_ANA_0_0_0",NA,NA,NA,"LLD_ANA","LLD",NA,"Static","Longlines","Static",1491
"LLD_ANA_10-30_0_0",NA,NA,NA,"LLD_ANA","LLD",NA,"Static","Longlines","Static",1492
"LLD_ANA_50-59_0_0",NA,NA,NA,"LLD_ANA","LLD",NA,"Static","Longlines","Static",1493
"LLD_ANA_NA_0_0",NA,NA,NA,"LLD_ANA","LLD",NA,"Static","Longlines","Static",1494
"LLD_CRU_0-0_0_0",NA,NA,NA,"LLD_CRU","LLD",NA,"Static","Longlines","Static",1495
"LLD_DEF_0",NA,NA,NA,"LLD_DEF","LLD",NA,"Static","Longlines","Static",1496
"LLD_DEF_0-0_0_0",NA,NA,NA,"LLD_DEF","LLD",NA,"Static","Longlines","Static",1497
"LLD_DEF_0_0_0",NA,NA,NA,"LLD_DEF","LLD",NA,"Static","Longlines","Static",1498
"LLD_DEF_10-30_0_0",NA,NA,NA,"LLD_DEF","LLD",NA,"Static","Longlines","Static",1499
"LLD_DEF_349",NA,NA,NA,"LLD_DEF","LLD",NA,"Static","Longlines","Static",1500
"LLD_DEF_624",NA,NA,NA,"LLD_DEF","LLD",NA,"Static","Longlines","Static",1501
"LLD_DEF_874",NA,NA,NA,"LLD_DEF","LLD",NA,"Static","Longlines","Static",1502
"LLD_FWS_10-30_0_0",NA,NA,NA,"LLD_FWS","LLD",NA,"Static","Longlines","Static",1503
"LLD_LPF_0_0_0",NA,NA,NA,"LLD_LPF","LLD",NA,"Static","Longlines","Static",1504
"LLD_SPF_0-0_0_0",NA,NA,NA,"LLD_SPF","LLD",NA,"Static","Longlines","Static",1505
"LLD_SPF_0_0_0",NA,NA,NA,"LLD_SPF","LLD",NA,"Static","Longlines","Static",1506
"LLS_ANA_0_0_0",NA,NA,NA,"LLS_ANA","LLS",NA,"Static","Longlines","Static",1507
"LE_MET_level6",NA,"Benthis_metiers","Benthis_metiers_2016_Wrong","Metier_level5","Metier_level4","JNCC_grouping","Fishing_category","Description","Fishing_category_FO",1508
"DRB_MOL_100_0_0",NA,"DRB_MOL","DRB_MOL","DRB_MOL","Dredge","Boat_dredge","Dredge","Benthis_metiers","Dredge",1509
"FPO_CRU_120-219_0_0",NA,NA,NA,NA,"Static",NA,"Static","DRB_MOL","Static",1510
"OTB_DEF_0_SAN",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","TBB_MOL","Otter",1523
"OTB_DMF_135_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1526
"OTB_DMF_155_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1527
"OTB_DWS_0_SAN",NA,"OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","Otter","Otter_Trawl","Otter","","Otter",1529
"OTB_FWS_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1531
"OTB_NEP_80_0_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Otter_Trawl","Otter","","Otter",1533
"OTB_SHR_36_0_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Otter_Trawl","Otter","","Otter",1534
"OTB_SHR_40_0_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Otter_Trawl","Otter","","Otter",1535
"OTB_SPF_0_SAN",NA,"OT_SPF","OT_SPF","OT_SPF","Otter","Otter_Trawl","Otter","","Otter",1537
"OTM_DEF_0_SAN",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1540
"OTM_SPF_0_SAN",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1543
"OTM_UNK_0",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1547
"PTB_MOL_0",NA,"OT_MIX","OT_MIX","OT_MIX","Otter","Pair_Trawl_Seine","Otter","","Otter",1557
"PTM_DEF_0_SAN",NA,NA,NA,NA,"Midwater",NA,"Midwater","","Midwater",1560
"FPO_CRU_90-99_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1574
"FPO_MCD_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1575
"FPO_MCD_UND_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1576
"FPO_vvv_vvv_vvv_vvv",NA,NA,NA,NA,"Static",NA,"Static","","Static",1577
"FYK_ANA_>0_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1578
"FYK_CAT_>=220_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1579
"FYK_CAT_100-119_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1580
"FYK_CAT_10-30_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1581
"FYK_CAT_120-219_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1582
"FYK_CAT_50-70_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1583
"FYK_CAT_UND_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1584
"GEN_DEF_0",NA,NA,NA,NA,"Other",NA,"Other","","Other",1585
"GEN_UNK_0",NA,NA,NA,NA,"Other",NA,"Other","","Other",1586
"GN_SPF_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1587
"GND_DEF_>=220_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1588
"GND_DEF_100-119_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1590
"GND_DEF_10-30_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1592
"GND_DEF_120-219_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1594
"GND_DEF_50-70_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1595
"GND_DEF_90-99_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1596
"GND_LPF_90_99_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1597
"GND_SPF_>=220_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1598
"GND_SPF_>=220_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1599
"GND_SPF_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1600
"GND_SPF_100-119_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1601
"GND_SPF_10-30_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1602
"GND_SPF_120-219_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1603
"GND_SPF_40_49_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1604
"GND_SPF_50-70_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1605
"GND_SPF_90-99_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1606
"GNS_ANA___",NA,NA,NA,NA,"Static",NA,"Static","","Static",1607
"GNS_CAT_120_219_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1608
"GNS_DEF___",NA,NA,NA,NA,"Static",NA,"Static","","Static",1609
"GNS_DEF_<40_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1610
"GNS_DEF_60-70_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1611
"GNS_DWS_>=100_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1612
"GNS_DWS_10-30_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1613
"GNS_DWS_50-70_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1614
"GNS_DWS_90-99_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1615
"GNS_SPF___",NA,NA,NA,NA,"Static",NA,"Static","","Static",1616
"GNS_SPF_100-119__",NA,NA,NA,NA,"Static",NA,"Static","","Static",1617
"GNS_vvv_vvv_vvv_vvv",NA,NA,NA,NA,"Static",NA,"Static","","Static",1618
"GTN_DEF_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1619
"GTN_DEF_100_119_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1620
"GTN_DEF_110-156_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1621
"GTN_UND_100-119_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1622
"GTN_UND_120-219_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1623
"GTR_DEF_>=70_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1624
"GTR_DEF_>0_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1625
"GTR_DEF_90-109_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1626
"GTR_DEF_UND_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1627
"GTR_vvv_vvv_vvv_vvv",NA,NA,NA,NA,"Static",NA,"Static","","Static",1628
"HAR_UNK_0",NA,NA,NA,NA,"Other",NA,"Other","","Other",1629
"LHP_CRU_16-31_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1630
"LHP_MPD_0_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1631
"LLD_DWS_0_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1632
"LLS_DEF_>0_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1633
"LLS_vvv_vvv_vvv_vvv",NA,NA,NA,NA,"Static",NA,"Static","","Static",1634
"LNB_UND_100-119_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1635
"LTL_UND_UND_0_0",NA,NA,NA,NA,"Static",NA,"Static","","Static",1636
"MISSING",NA,NA,NA,NA,"Other",NA,"Other","","Other",1637
"NK_UND_UND_0_0",NA,NA,NA,NA,"Other",NA,"Other","","Other",1638
"OFG_UND_10-30_0_0",NA,NA,NA,NA,"Other",NA,"Other","","Other",1639
"OTB__100-119_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1640
"OTB_CRU_32-54_2_19-22",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Otter_Trawl","Otter","","Otter",1641
"OTB_CRU_60-89_0_0",NA,"OT_CRU","OT_CRU","OT_CRU","Otter","Otter_Trawl","Otter","","Otter",1642
"OTB_DEF_<16_0_0 ",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1643
"OTB_DEF_>=55_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1644
"OTB_DEF_100-129_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1645
"OTB_DEF_16-31_2_35",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1646
"OTB_DEF_70-89_0_0",NA,"OT_DMF","OT_DMF","OT_DMF","Otter","Otter_Trawl","Otter","","Otter",1647
